Id,InDegree,OutDegree,Degree,ModularityClass,Tags,Urls
23682d84-88cb-4449-8e54-758f56c7beb8,1,4,5,C,,http://squatting-manual.squat.net
29a57d9d-2b86-4306-9c9d-d2da4c06011c,40,146,186,B,,https://entreleslignesentrelesmots.wordpress.com
13d57eb2-9dc4-49de-b785-6d28809606a3,33,21,54,C,,https://communismeouvrier.wordpress.com
6c897290-e4c3-4261-939a-e2c09de014d7,20,20,40,C,map zad,https://zadroybon.wordpress.com
463a4c47-1afd-492c-abb3-06a3e4706ed6,1,1,2,A,earth agriculture,http://www.stop-pesticides.fr
fbb7892b-6de9-4b44-b978-120ac0297c27,29,5,34,A,,http://www.obsarm.org
9030d516-dbc3-49c8-88a8-5c7f353f8399,32,4,36,B,,http://www.cncdh.fr
f60e78ff-7bf6-4b3f-b565-cbf5c6a456d6,20,5,25,E,,http://paysagesdefrance.org
4698c024-8454-4181-a63f-98a00d63b37c,10,84,94,A,,http://pharmacritique.20minutes-blogs.fr
bd776e6b-df4f-4000-a965-aba22b7ac819,4,1,5,C,video,https://vimeo.com/channels/cine2000
f464450f-6c75-46fc-adce-bb44ad992b44,25,30,55,A,,http://www.ressources-solidaires.org
db6aa6fb-9682-44dc-b324-b1797c145557,7,13,20,C,text,http://www.editions-albache.org
17d002d0-b5c8-4fef-be02-3e40c7616f4f,23,8,31,C,,http://cnt-so.org
a778cb6f-ae4e-49c3-8818-afac3d305fc1,13,14,27,C,,http://rdwa.fr
d2b2f15d-5262-4c60-935c-daf06bc62332,18,4,22,C,,http://communisme-ouvrier.info
b9ea0144-824d-45cd-9692-cc17c0fe8dc9,16,87,103,B,,https://retraitbaseeleves.wordpress.com
ba66720b-49c9-41ff-aa46-bf693328334c,17,26,43,C,,http://youlountas.net
a583aab7-16b2-48bd-9242-e4ffb2387dfa,6,9,15,A,,http://climatejusticeaction.net
5c7333b5-6a01-45a9-b179-76a93c1dc4a8,13,0,13,E,video,https://vimeo.com/1711304
eae4bb76-37f7-4171-80e1-216aeab404eb,12,0,12,B,,http://www.vedura.fr
e3704b16-dd34-4b49-adef-fd70a38ba10a,14,242,256,C,,http://www.opa33.org
50b7ea99-fc28-4473-a58a-d1ce5ef3c4f4,15,12,27,A,,http://www.recma.org
6525fdbd-6ae8-4168-a31d-fbc24dc5ffd1,2,0,2,A,,http://www.alternatiba-dijon.org
9f8212fc-4d34-4d42-a92a-9b06ea4cb858,13,21,34,C,,http://anarkhia.org
8e536a1f-e4fe-43c1-be41-77b79a9ba7e4,1,8,9,A,,http://www.bio-logiqueattitude.org
4d875ca7-cca4-42ea-b1f4-72c3677fdd8b,13,55,68,C,,http://aufondpresduradiateur.fr
e68f8de7-efbd-439d-a066-cdbd577f7a7f,5,34,39,A,,http://www.barbezieuxentransition.org
5f1e1faf-aa18-416f-83f7-87f303ecb247,9,26,35,F,,http://autogestion.coop
65d2c8ac-8ba9-4788-a2f4-2084b4874ba8,82,12,94,B,,http://rsf.org http://fr.rsf.org
35daca10-9127-4410-8234-e8bc93fdbd3d,20,39,59,A,,http://printemps-education.org
2a0719d3-ed86-4ca4-91e6-d887e6d0e48d,41,36,77,C,,http://palim-psao.fr http://palim-psao.over-blog.fr
37e17fcf-0833-4ad3-9f7b-3a9df808a7e1,21,32,53,D,,http://outils-reseaux.org http://outils-reseaux.org/PagePrincipale
be12015f-4994-418f-9227-56cc97a88f8a,11,14,25,B,,http://minorites.org http://minorites.org/index.php/1-accueil.html
605fc180-3409-4415-8054-d455a5f090d1,14,25,39,A,,http://pacte-civique.org http://pacte-civique.org/Accueil
88dd476f-adcb-412e-b1f1-4647a9ea1c5d,0,4,4,B,,http://ownirevient.fr
8d17256b-bed6-4b66-9c92-f6a9bdabef43,3,35,38,D,,https://lesuperflux.wordpress.com
3583e076-5560-4cb5-9660-f68533929104,34,12,46,C,act,http://marchesurlacop.noblogs.org
1b4db979-4d30-47de-93ac-e90e125fb833,1,0,1,F,,http://www.autonomiaproject.org
6f4fcbed-a023-4963-86ba-56d045102ce3,0,2,2,F,,http://www.collectifcreatifcastellas.org
aa880ec6-3639-40b0-a519-69b684faba46,8,4,12,B,media text,http://revueducrieur.fr
02600823-6f72-4c0f-988c-d237ad5ee846,22,70,92,F,calendar,http://pays-basque.demosphere.eu
5390ff22-2e81-4b76-821e-4514765fed6b,23,1,24,F,calendar,http://berry.demosphere.eu
18b1494d-5d28-462f-9a33-70adb5915f02,8,0,8,A,,http://www.pronatura.com
2d5d831d-6523-46a2-83ee-3bd37161da39,24,1,25,F,calendar,http://maraispoitevin.demosphere.eu
62582414-dfb8-42e2-866b-f7c8c3d16257,12,97,109,C,map list,http://caravanedesalternatives.weebly.com
601e30bf-ee48-4faf-9391-530689bf175e,21,0,21,F,calendar,http://chiapas.demosphere.eu
6339a967-5a96-4cd6-990d-4e45bbe76330,24,1,25,F,calendar,http://sarthe.demosphere.eu
65daf4f5-9d4b-4750-9484-19940c5629e3,26,46,72,F,calendar,http://liege.demosphere.eu
6aa2065b-1e61-43f8-8a69-9d6477dc3088,37,76,113,F,calendar,http://lille.demosphere.eu
7ad826b5-abec-4e4a-b7ce-61a9f6691978,35,38,73,F,calendar,http://gard.demosphere.eu
6dc77e4b-74ae-4bc6-b653-a29734349c0a,24,0,24,F,calendar,http://nice.demosphere.eu
d05579fe-c629-4244-a52e-d24e3bfb7576,19,0,19,A,,http://nonviolence-actualite.org
cc09d5d1-3243-4232-9408-d5bbdbe9a168,22,18,40,F,calendar,http://loire-atlantique.demosphere.eu
ea5d51f4-8074-40a1-a0f4-e00ea092554f,3,0,3,F,,https://lahordepirate.wordpress.com
8d6359f6-f9b2-4b7e-950c-eeca0f2d9947,13,4,17,C,,http://laltiplano.fr
c0d4a17a-eef4-4666-aea2-3370c9ca61d2,9,28,37,A,energy,http://www.nucleaire-nonmerci.net
af804276-cc6b-4159-8d04-edef85c828b3,23,61,84,F,calendar,http://picardie.demosphere.eu
3b71901d-53bd-4140-ab9c-777233830d77,26,66,92,F,calendar,http://lot.demosphere.eu
b231598d-2663-4693-a9a4-900e993fb047,27,72,99,F,calendar,http://04.demosphere.eu
b278a6c1-5379-47f8-9347-eaa04b97b366,23,30,53,B,,http://the-dissident.eu
d1be3fd7-27a7-4b80-99d3-8d27b12bcdbb,16,38,54,B,,https://venezuelainfos.wordpress.com
f1c92e21-6a06-4e1b-8a1c-6c2dbb4ff035,27,36,63,F,calendar,http://carcassonne.demosphere.eu
de1bc811-ea4a-4d0f-bfb0-2d03936492e0,33,36,69,F,calendar,http://rouen.demosphere.eu
e260ea0d-ce39-4d5f-83bb-6c703bb81987,30,29,59,F,calendar,http://tarn.demosphere.eu
f58882a0-0957-42ea-8cb1-2e1b5ceb68ba,32,11,43,F,calendar,http://bxl.demosphere.eu
d3c17610-f35a-491f-a59d-bbaca4c932f3,25,64,89,F,calendar,http://05.demosphere.eu
33fae4fa-8a1f-4c7b-94b2-dffd3e0b50f4,9,6,15,B,,http://www.convergencedesluttes.fr
ccd016e8-46a7-4fc5-855d-1aeb3b43c0a2,32,1,33,C,,http://constellations.boum.org
20545805-c6ee-4772-b8ba-2bd70051ec81,3,8,11,B,,http://deepgreenresistance.uk http://deepgreenresistance.tumblr.com http://facebook.com/deepgreenresistance http://youtube.com/user/DeepGreenResistance http://youtube.com/user/deepgreenresistance
41b42bbb-c38f-4431-8f13-2bcc16aee52a,2,7,9,D,,https://indiewebcamp.com
c7e092bc-a58d-4881-af6c-a37d96864c65,1,0,1,B,,https://secure.avaaz.org/en/uruguay_vs_big_tobacco_loc_2
50e545ad-5b97-43d7-ac92-8d5f9c7ee052,15,5,20,A,eat,http://nouveauxrobinson.fr http://lesnouveauxrobinson.coop
6e8c10fa-81f1-4a1d-ba41-ee02a63b2137,6,0,6,B,act,http://desobeissancecivile.org
fb7949e0-08d7-488e-ac5a-9bec214e944f,5,9,14,F,,http://nonmarchand.org
2c15c5d9-14a1-4386-a44c-ec333537396f,0,2,2,B,web tool alienation,http://justdelete.me
826a2de6-885f-4f96-b3ff-8b1b5df70313,11,22,33,A,,http://www.quat-rues.com
6e4a4383-99ff-4728-877f-534f940f2231,5,6,11,A,,http://www.terredeliensnormandie.org
b3bdd806-db35-4825-9f70-754f0cd15b86,2,2,4,F,,http://www.motherearthpeace.org
9832bc84-0ff2-4b87-bc16-f7c6f6c34f71,0,24,24,B,,http://monpostdemocrate.info
f5861e13-691d-427a-bfbc-df407d185f3a,3,5,8,B,politics,http://leprojetencommun.net
85b809fd-d784-40c3-842c-55fe399ca4c5,1,2,3,D,,https://foodhackingbase.org
c3e0ecf4-dad1-46a5-b9e0-b3cf5676b9f3,5,10,15,B,,http://www.lepoing.net
ef8f8bcc-fb6d-48dd-9d4d-d8dae9e64425,11,117,128,A,,https://decroissons.wordpress.com
306661c7-77a9-443c-80b8-fd5ff0e64e73,1,0,1,NC,,http://blog-de-vincent.blogspot.com
5e390103-7501-4c79-9f22-5033230a373d,1,0,1,B,,http://www.comprendrelemonde.fr
88402698-b444-4d2d-b6dd-498f24487391,13,45,58,A,,http://pcscp.org
6b03d155-7a3c-46e1-a0a5-5cb09dbf9a28,11,11,22,A,,http://lesperipheriques.org
62ff7693-950d-426b-b76f-e4eb2b51f0fd,2,5,7,C,video,http://video.squat.net
57602e29-db24-4b20-8bb6-e4664376e075,7,3,10,C,,http://chroniques-rebelles.info
250d5160-0140-4c57-bf13-02c17fadf799,19,48,67,A,,http://www.convergences.org
b1670e69-9101-4269-a565-a25f8eec2e03,16,28,44,A,group,http://labofii.net http://twitter.com/labofii http://labofii.wordpress.com
234de0dd-5ebb-4f2d-b387-d1303bfa2f75,1,0,1,B,,http://facebook.com/pages/REELLE-DEMOCRATIE-MAINTENANT-Arles http://facebook.com/REELLE-DEMOCRATIE-MAINTENANT-Arles-208862335819738
2099e9d4-30f4-4dc4-9929-2143c9684657,14,1,15,C,,http://facebook.com/pages/Action-Antifasciste-Paris-Banlieue http://facebook.com/Action-Antifasciste-Paris-Banlieue-126207707507571
1dfec82e-7788-4178-af12-ab3f429ba4bc,4,19,23,A,,http://transitiongeneveregion.net http://assisestransfrontalieres.org
5ef8b609-e193-40b9-bf38-03ae3f9553c2,19,6,25,B,media,http://lecontrarien.com http://loretlargent.info
43794039-09a7-4fbc-a007-bf92e79c9a96,14,5,19,B,,http://solidarites.ch http://solidarites.ch/common/index.php
240d5ea1-87af-4b5e-88aa-79c3b55a2cab,17,85,102,A,,http://socioeco.org http://socioeco.org/index_en.html
4f96c670-111a-4d1e-b324-fce41fa3ba95,21,98,119,D,,http://standblog.org http://standblog.org/blog
3c55dbe3-6b86-413b-a371-7b3feabf81a1,9,1,10,D,politics,http://encommuns.org
7e41b048-5553-4d43-a830-b8a7eaec267f,1,0,1,D,,http://facebook.com/pages/Errekaleor-Bizirik http://facebook.com/Errekaleor-Bizirik-682722851819233
6b0fd895-6e6c-445d-a35d-4e637d21f2a2,28,243,271,A,,http://yonnelautre.fr http://yonne.lautre.net
6c1b86eb-9b02-4331-b67c-269505e88c33,53,11,64,A,,http://france-libertes.fr http://france-libertes.org
9025b720-3878-40bd-9748-5da70d052437,29,7,36,A,,http://univers-nature.com
882069fe-f568-4037-9251-df9d55379bf4,27,3,30,A,,http://solagro.org http://solagro.org/site
8a673e47-2be3-4c92-9c1a-ee256e681f37,12,0,12,F,,http://cl-aligre.org http://cl-aligre.org/spip/index.php
7d38a160-86f9-4a20-8bfb-2b3bbc1e7a42,28,27,55,A,,http://association4d.org
6b95aab3-4da7-498a-9c8b-35b1a4af008d,8,1,9,B,,http://interdits.net http://interdits.net/interdits
b965160a-9098-4d6f-94b0-cb994d62a283,6,5,11,D,map tool,http://transformap.co
c6e7d5a2-ace0-4751-a76c-13dcecdbb74c,10,13,23,B,,http://bonnes-nouvelles.be http://bonnes-nouvelles.be/site
c29f248e-fafd-40fe-9af1-037d741827f3,25,24,49,D,,http://resilience.org http://energybulletin.net
e561af96-f73c-48b1-b421-a1bf0aab1241,60,63,123,A,agriculture,http://incredible-edible.info http://lesincroyablescomestibles.fr
b9c5c538-2883-407e-b62c-c721231f1396,5,85,90,B,,http://communisation.forumactif.org http://communism-decolonial.forumactif.org
ec0b6368-d52d-4013-89b3-b36306fd2838,99,12,111,B,,http://inegalites.fr http://inegalites.org
ef572f55-9974-4a0f-a0dc-415ccb060d56,13,10,23,A,,http://syndicat-simples.org http://syndicat-simples.org/fr/index.php
a7c53650-869a-413f-a28a-59ffecafe50f,27,7,34,B,,http://lesaf.org http://lesaf.org/accueil.html
5cc2fafa-c7f9-406e-9562-3dcf2e0789b2,16,36,52,A,,http://zoom-ecologie.net
1fcdd969-7b85-4c7d-b5ad-aa4b6c8fd122,12,11,23,D,,http://sharelex.org
c697ba5c-deed-40aa-ad85-3fa65d9b3831,35,13,48,F,calendar,http://ariege.demosphere.eu
aa32e80f-316f-4f9e-81e4-4d2112a0a48f,10,4,14,A,,http://www.anciela.info
4557cfc7-28be-456f-b951-d44a523c1d44,3,6,9,D,,http://reseau-citoyens-libres.blogspot.com
b61e997c-ae3b-42d5-a4db-81a7b4dc204f,23,13,36,A,,http://printempsbio.com http://labiodes4saisons.eu
9738d887-3e36-4c87-8852-bc0b3ace4f9e,13,7,20,D,,http://recherche-action.fr
622d5644-1e7a-4006-a8de-d82310afbec1,1,1,2,D,group,http://rebootlafrance.fr http://wiki.rebootlafrance.fr/wiki/Accueil
2e03a4f0-ec69-40a4-b7fa-2ae7f26adb57,5,0,5,E,,http://roundup-non-merci.fr http://roundup-non-merci.desobeir.net
67b942c9-e5dc-417a-b029-0e215fdf623c,75,26,101,C,,http://agone.org http://revueagone.revues.org
f8154318-8491-4d8d-ae2c-2583ec4b1f89,8,50,58,C,,http://sanurezo.org
04d520a6-e388-449f-be5e-17122c817dc2,30,37,67,C,,http://www.collectif-smolny.org
be987dad-a21f-49c7-b76f-5d3453dae2a3,25,30,55,B,,http://www.conspiracywatch.info
1fb2d4cb-c841-4e36-8d74-69be6aad09d7,17,28,45,B,,http://www.contrelacour.fr
f02f81e0-6787-4b09-891c-b07dd98aa042,9,2,11,A,,http://www.compaillons.eu
8b3bc475-793b-49b9-ac42-b07ee9d0ee20,9,3,12,D,,http://www.cooperer.coop
5f8d1f37-22df-4b50-855b-4c5e7735140b,7,4,11,C,,http://www.cmaq.net
5abae172-feed-4149-be01-ff3e432c37f6,25,34,59,B,,http://www.crepegeorgette.com
ea88c970-3a3e-4cdf-ba61-c017c3ff5a65,13,11,24,B,video group,http://www.cp-productions.fr
406dbcd0-fb38-4308-881c-eab8480fc636,17,12,29,B,,http://www.corpwatch.org
20ac6d60-ddaa-45a7-b834-b2b2f967213b,12,11,23,A,,http://www.coredem.info
356a288a-8da1-4576-87e5-02f6f01d3ea0,10,0,10,B,,http://www.cultivetonjardin.eu.org
93a28965-e84a-48db-ad34-88efa777653d,20,12,32,A,,http://www.csia-nitassinan.org
4bc79d10-4d09-42aa-89a4-57e93d84594b,7,1,8,A,,http://www.davidsuzuki.org
eecfdc5a-563d-4ddf-9133-93772d6d21ee,19,7,26,B,,http://www.cryptome.org
0059eec6-9408-42f8-a70d-8f656b4c7989,11,2,13,C,,http://www.darksite.ch
5ab0ba42-fade-4416-9770-95e070bfe902,21,30,51,E,,http://www.d19-20.be
5333ffce-ffec-4c97-8daa-56eb7d39d8b7,16,0,16,C,,http://www.delaservitudemoderne.org
245842e2-3f8e-4da2-ae3a-4b3bb7e233e5,17,9,26,C,,http://www.demainlegrandsoir.org
4ca0fb3f-406f-4976-b08e-a7383708474f,22,63,85,B,,http://www.despasperdus.com
494eafc9-1387-47e5-b617-174b10497964,13,26,39,A,,http://www.ddmagazine.com
ed271b2f-dbb5-4187-90d2-2b302d9fa0b0,29,0,29,C,,http://www.dissident-media.org
cb190f99-f4a0-4042-a92e-0ec5bef0518d,14,0,14,B,,http://www.droitsdevant.org
dbb0efba-ca79-4b2e-94b5-1ac574309ff7,17,2,19,B,,http://www.dreuz.info
c273a155-7cca-49ac-9bc0-7697bfc98335,11,28,39,A,,http://www.ecologieauquotidien.fr
4db6c047-c45d-4486-81dd-b590f743bc46,16,57,73,A,,http://www.ecofrugalproject.org
4c23720b-9189-400d-bc14-145edbcd7dd7,12,42,54,C,,http://www.ecologiesociale.ch
22997e44-9e9c-4684-a7c2-4359c9861157,12,3,15,B,,http://www.ebooksgratuits.com
0ca52609-9581-4d9f-a7ef-3e4cc3ad261e,34,28,62,A,,http://www.eauxglacees.com
46434dc6-e3be-4077-b66a-4cfd4d494679,10,40,50,A,,http://www.ecolodujour.com
2890b0a7-5159-4a2d-a681-e2470c4c4e6b,0,4,4,C,,http://www.effraie.org
a95b5d3b-fcf2-49b1-9cd2-cff0df610f2a,15,6,21,A,,http://www.eeb.org
7b705358-eefb-4fea-b9b6-e889f803168a,13,11,24,A,,http://www.emmaus-international.org
3003e0d1-40e8-49e2-b1a4-0a2e9f468601,5,14,19,A,energy,http://www.enercoop-rhone-alpes.fr
de7f7ef0-b302-42ca-b5fd-91005bad356c,7,34,41,B,,http://www.ericdupin.blogs.com
337f52d6-76a9-467b-88eb-dad4bfea17ba,11,12,23,B,,http://www.eric-coquerel.fr
68d4b3b1-f114-4d61-952a-7444b6aa8346,7,4,11,A,,http://www.enviscope.com
dc3ba84e-9a7a-4930-b634-b61c387fe01d,7,2,9,E,,http://www.equiterre.org
99be50d9-e34f-4ca5-93bc-8f6db2ea970e,9,8,17,B,,http://www.elunet.org
9a7fef90-66fe-41f0-b066-3235270f16e3,19,7,26,B,video,http://www.film-documentaire.fr
f588368c-35a1-4ea3-a3d7-d0f4c0baca95,9,14,23,A,,http://www.fairpride.fr
0d2f9cb8-6451-43ec-b0c5-2d6c093c1dcb,11,5,16,A,,http://www.eurovia.org
a236c9d8-d7c9-425a-9d84-ae93adf70440,7,0,7,A,,http://www.feve-nv.com
7af0f4ef-07f0-4206-b307-1c319858c253,16,11,27,C,,http://www.ficedl.info
e24ade77-28ce-4163-8258-95e2bff51482,8,1,9,B,,http://www.errc.org
e714da86-7468-4d6a-9783-493479d2bffa,11,0,11,A,,http://www.ewg.org
3c62efd6-54a6-4640-a0c8-da017a493176,12,5,17,D,web tool,http://www.flossmanuals.net
76f5b900-04a3-4983-be08-e60b719f0cbb,33,11,44,A,economy,http://www.finansol.org
05fefb3d-7a07-4dc4-a7bc-915bc1b693dd,35,15,50,B,,http://www.filoche.net
f9fe2290-015b-499e-8be6-cfc8172d0f94,24,9,33,B,,http://www.fnars.org
4bfaab2a-3851-45b3-9684-0e651b0a47f8,30,7,37,A,,http://www.foei.org
f6bbcec7-b4b5-4253-9e44-e108de424919,11,10,21,B,,http://www.frantzfanonfoundation-fondationfrantzfanon.com
3ea10d76-587b-4f84-8327-9a8c06db8bfd,39,2,41,B,,http://www.fondation-abbe-pierre.fr
54c5858b-f1e8-4791-9587-eb373a013239,10,2,12,C,,http://www.fondation-besnard.org
c3d78151-0c11-4fba-af96-10d0537af0c3,53,9,62,B,,http://www.france-palestine.org
9d4eaf91-515d-4b08-87e4-765fb29297dd,17,49,66,A,,http://www.friture.net
0aaef948-b443-4114-94b0-fb47f47bc1fd,43,1,44,B,,http://www.fsu.fr
7019fa8c-f053-48e5-a23d-35e3bb204320,22,27,49,B,,http://www.gaucherepublicaine.org
ebafa8c6-56a8-44f0-a0ae-baaa5cba4aed,9,12,21,D,text,http://www.fypeditions.com
dccca006-cf67-45c2-982a-435d217c985f,12,5,17,B,,http://www.gabrielperi.fr
999b9518-2c9f-4ab8-b803-6b7db899e9d3,5,0,5,D,,http://www.gapminder.org
e24c05e5-0f02-4cda-b3a3-69c3260f34fa,16,13,29,A,,http://www.garrigue.net
6361b699-7b18-4dff-8f16-3dd313fe69ad,21,17,38,E,,http://www.natpro.be
f0090b0f-c7b5-4060-9dd1-cdac8a371ced,20,38,58,A,,http://www.natura-sciences.com
611f7506-59ce-411d-a141-f442a97d0705,14,0,14,A,,http://www.nonaumissilem51.org
e365f675-6cc9-4854-ba70-dad8e35edb2e,22,10,32,D,,http://www.neweconomics.org
37582f58-814f-4123-98ee-6d9ff1327dfe,28,10,38,A,,http://www.nonviolence.fr
c81948a2-7fc0-4356-b76e-fc3b22544f9e,19,14,33,E,,http://www.no-transat.be
0f5fced6-afcf-45eb-97a7-2d5deb5a6054,11,2,13,C,,http://www.nothingness.org
3cb183ce-738e-4f35-85cb-61e90b2569fc,13,66,79,A,,http://www.novissen.com
509a97a3-9dfb-4fe9-8fdc-d77bb4159b3c,1,26,27,E,,http://www.printempsdeladecroissance.be
c6b38953-e6a0-440b-8594-a5f12b07ede7,41,1,42,B,,http://www.planning-familial.org
9ee6ed67-bb21-4ac5-87e4-fc4d308994f6,14,13,27,C,media,http://www.presquilegazette.net
af241366-0d7b-4954-80d0-50b3cfea2163,12,14,26,C,,http://www.polemicacubana.fr
1f0402b3-d4b1-4b29-90ab-3145093d3c13,32,4,36,A,,http://www.planetoscope.com
092959f4-aa5f-487d-ae1d-f4193a77e5e9,6,19,25,C,,http://www.print.squat.net
93496401-1b44-4600-a057-640a46875345,25,8,33,B,,http://www.politique.net
73c35364-4b8e-4e45-b4f9-e0bc56d750d2,24,54,78,B,,http://www.plumedepresse.net
1353dc53-23ce-42e7-926c-ed6a7df7a821,18,16,34,B,,http://www.protection-palestine.org
c0b0eed5-8111-4a10-b369-1155f6228369,32,33,65,C,,http://www.questionsdeclasses.org
43807158-9c18-4f65-be05-24d88bbc1e8f,34,19,53,A,,http://www.prix-pinocchio.org
1513dae2-deb6-4de6-8987-b4a41e08e1c3,10,1,11,C,,http://www.radar.squat.net
41045a5d-1bd8-4d92-8be4-26834b441b60,8,1,9,E,,http://www.proximites.net
b06c4f75-cd4e-486d-a1d6-f3602cc3ddea,38,14,52,E,,http://www.radiopanik.org
0c532315-38ca-46b9-aa77-5701852f18bf,23,27,50,A,,http://www.ruedelechiquier.net
9d9974c4-cd74-4b69-82c0-64e57ef4265a,11,0,11,A,,http://www.robindesbois.org
6345c5b4-b2ba-461a-bf30-172f62441706,11,7,18,A,,http://www.right2water.eu
465e6e0d-9281-449b-8a00-746f6ce8d6eb,7,2,9,B,,http://www.ric-france.fr
a3b88253-29ce-45ef-b6e1-9809699df558,18,4,22,B,,http://www.sauvonsluniversite.com
275c3cb6-b78b-4ae5-8ac4-f37c93a293e6,16,42,58,A,,http://www.sante-et-travail.fr
7b3a2781-7575-4e3a-969b-273af910fe61,19,7,26,F,,http://www.scoplorage.org
23bd4bab-ba67-4c7c-bf5e-120b54f1316b,8,0,8,C,,http://www.sdn-rennes.org
51c739ed-c347-4682-b439-7f308ac593ce,13,0,13,A,,http://www.satoriz.fr
0a4a690c-6b69-4da4-bc3f-8da19f3475e3,6,23,29,A,,http://www.sylviesimonrevelations.com
0dbcd78d-597f-4b77-a4b0-bf158d8b6412,2,2,4,E,,http://www.semainesanspesticides.be
52020ae1-f6a0-4cbc-8ff9-7d9c40243066,10,7,17,B,,http://www.submedia.tv
5ee69520-578a-425b-8a41-00ea74700af4,32,88,120,B,,http://www.superno.com
9c412b15-f896-4a97-8f07-a556f47eb311,1,3,4,D,,http://www.sgdg.org
f4c50ff1-7272-4177-b4a8-550ffdc82675,1,11,12,A,,http://www.tdfalternativespesticides.tumblr.com
eeb0c8d9-972e-41c0-bb8d-c04c6f5404e0,11,11,22,C,@dijon,http://www.tanneries.squat.net
65aa099d-4c34-4828-a658-9f6fde61263b,16,0,16,A,,http://www.terrehumaine.org
63860b87-1b78-4317-b171-f9526557bbf4,25,97,122,A,,http://www.terresacree.org
3691c589-2c20-4bdb-b5b8-0aa45717d808,24,29,53,C,,http://www.tantquil.net
823bf952-d6eb-4c07-96d4-f959f472713f,31,46,77,A,,http://www.terre.tv
4245994c-9ca6-40ef-9f17-d4050cd775a1,10,0,10,C,,http://www.tao.ca
4de3ed65-82bb-4353-9f82-fa494a4bd218,17,6,23,E,,http://www.transitiontowntotnes.org
1c38d0b3-8306-494f-b5b1-b97c9c2b266a,28,40,68,A,,http://www.theecologist.org
58bfddc5-51eb-46e8-8aba-4bddb5a7cf66,20,37,57,C,,http://www.theyliewedie.org
2a025b8e-4951-4844-b8c0-42cdb609e687,19,2,21,B,,http://www.touscoprod.com
0a7c034b-0c15-423d-a972-beb66be2d468,15,0,15,B,,http://www.toupie.org
e26ee7a5-1399-478d-9d1c-02d2e105765e,15,2,17,A,,http://www.uicn.fr
042c7e7e-45d3-41ff-bf31-f1e47e2038ef,1,6,7,A,,http://semaine-sans-pesticides.blogspot.com
25d4e651-588a-465f-b81f-841167da5ccd,26,14,40,E,,http://degrowth.org http://degrowth.net
0c1ee528-4522-4df8-a933-2397fb59344f,38,28,66,A,economy,http://argentsale.org http://stopparadisfiscaux.fr
bff94c6a-de0c-4d48-b318-74aedbdcd3d6,26,17,43,B,,http://plafonddeverre.fr http://blog.plafonddeverre.fr
6b12cfed-8748-4ecb-9f6d-d4da7be69646,16,0,16,D,,http://rmll.info http://2015.rmll.info
2cbbdf19-4dbc-44cc-8e42-c3f7c8dfc155,3,12,15,A,,http://voicesoftransition.org http://fr-fr.facebook.com/Culturesentransition http://facebook.com/pages/Cultures-en-transition
50d86a22-0d51-4971-9f3c-7b97fea7a26b,10,3,13,A,,http://nsacet.blogspot.com http://voyageurs.en-transition.fr/carte-des-alternatives
2168a8a7-795e-4e82-b32c-2b0dc4dc1ab7,4,7,11,A,creation object,http://fillesdufacteur.com http://fillesdufacteur.org
3029a37f-b14b-4388-a031-b5ea49b311a1,29,4,33,B,,http://fmsh.fr http://msh-paris.fr
099b64b6-e552-4758-9573-043362492511,4,1,5,D,,https://www.facebook.com/DemocratieOuverte
00e379d2-013c-4468-b504-8805f4c4ecce,17,95,112,C,,http://dialectical-delinquents.com
f1242edd-a7c7-48b3-a693-5a0e3478741d,12,13,25,D,alienation web,http://prism-break.org http://prism-break.org/fr
aa0dba53-0039-488b-959e-1de36dd45393,4,14,18,A,,http://alternatiloire.org http://transitioncitoyenne49.org
6e138767-3757-4b5f-8210-4cbe47a63fc3,6,3,9,C,,http://retourabelleville.blogspot.com
2ff235c9-4dc5-418f-9849-4c3cef50c64a,6,5,11,B,,https://www.facebook.com/deepgreenresistancefrance
31fe7ec7-a9e6-4a9f-afc1-ef87fa70bd62,18,33,51,C,,https://unionantifascistetoulousaine.wordpress.com
0ea094c7-85e5-4345-8f8c-bd7df74a5dd7,14,1,15,B,,https://www.dailymotion.com/lepartidegauche
72da4b5e-cd6b-41ee-9bde-ca288d68a615,2,23,25,E,,http://entransition.be http://entransition.be/doku.php
2808ba09-f7e8-4fe0-86b4-f7428b1c45e3,37,7,44,C,,http://nopasaran.samizdat.net
fe0005f4-10e2-4c56-9ca2-436afb2c00a4,1,2,3,A,,http://fr-fr.facebook.com/montreuil.en.transition http://facebook.com/pages/Montreuil-en-Transition
4ca93faa-8118-42e1-8bb7-a903479023d0,0,0,0,NC,,https://www.dailymotion.com/video/xlz6kr_debat-entre-etienne-chouard-et-yvan-blot-sur-la-democratie-reelle_news
f951792c-aa12-4a8d-9959-3b72bcb33d37,17,18,35,E,,http://en.climate-express.be http://climate-express.be/fr http://fr.climate-express.be
548b60be-72fb-4bbb-8cd8-734d622829cc,1,0,1,E,,https://www.facebook.com/Quebecdecroissance
34efd88a-3fda-493b-aa79-29497885256b,11,19,30,A,web education,http://simplon.co
463ede66-a030-44ff-a7c0-a15dac1d312e,10,18,28,A,,http://pigut.com
48a62b76-c39a-4ed5-8030-f501c3f04959,37,102,139,C,,http://dndf.org
67f8e998-e15a-4cfd-ae77-b24ad5384172,13,29,42,B,,http://crisedanslesmedias.hautetfort.com
