name,address,lat,lng,scale,contact,web,description,source,tags
La planisphère renversante ! (GOUTEVERNISSE),31310 GOUTEVERNISSE,43.2138,1.1379,,Loïc - zgalki [arobase] filibert  [point] fr - 06 01 88 89 17,,Vente de LA planisphère ! cf http://les-volets-jaunes.org/planispheres-renversantes/,misc,map up1510
La planisphère renversante ! (SAINT-MOREIL),SAINT-MOREIL,45.8639,1.6602,city,Alexis - lecointe [point] alexis [arobase] gmail [point] com - 07 82 26 04 56,,Vente de LA planisphère ! cf http://les-volets-jaunes.org/planispheres-renversantes/,misc,map up1510
La planisphère renversante ! (NANTES),NANTES,47.2326,-1.6165,city,David - david [arobase] mercereau [point] info - 06 63 69 16 04,,Vente de LA planisphère ! cf http://les-volets-jaunes.org/planispheres-renversantes/,misc,map up1510
La planisphère renversante ! (RENNES),RENNES,48.1184,-1.7485,city,Laure - lcrombe [arobase] riseup [point] net - 06 43 94 70 46,,Vente de LA planisphère ! cf http://les-volets-jaunes.org/planispheres-renversantes/,misc,map up1510
La planisphère renversante ! (CHARENTON),CHARENTON,48.8231,2.3896,city,Hélène - h [point] fougerol  [arobase] orange  [point] fr - 06 71 48 53 27,,Vente de LA planisphère ! cf http://les-volets-jaunes.org/planispheres-renversantes/,misc,map up1510
La planisphère renversante ! (CALAIS),CALAIS,50.9469,1.8013,city,Benjamin - benjamin [arobase] sphax3d [point] org - 06 65 26 69 81,,Vente de LA planisphère ! cf http://les-volets-jaunes.org/planispheres-renversantes/,misc,map up1510
 Maison des Babayagas,"6-8 rue de la Convention, 93100 Montreuil",48.863,2.4405,,,http://www.bastamag.net/Babayagas-l-utopie-d-une-maison-de - http://www.lamaisondesbabayagas.fr,"La maison des Babayagas est un lieu de vie pour des vieilles femmes, auto-gérées, citoyennes solidaires, laïques et d’orientation écologique. ",misc,genre group
Jardin du vieux Poirier,"26 Rue de Meaux, 93220 Gagny",48.8749,2.5521,,,http://blog.gagny-abbesses.info/ - https://www.facebook.com/Le-jardin-du-vieux-poirier-et-lassociation-des-Abbesses-de-Gagny-Chelles-196769217138807/,Un jardin naturel en ville !,misc,agriculture space
Cap ou pas Cap - Carte des alternatives citoyennes à Paris,"Maison Des Associations du 4ème, 38 Boulevard Henri IV, 75004 paris",48.8521,2.3643,region,information@capoupascap.info ,http://capoupascap.paris/cartographie,"Cap ou pas Cap est un catalyseur d'alternatives citoyennes qui a pour mission de favoriser leur connaissance, leur mutualisation et leur développement à Paris",misc,map list
Carte des initiatives du Val d’Yerres – Sénart-Val de Seine,Val d-Yerres - Sénart Val de Seine,48.6796,2.5224,region,,http://www.territoiresenliens91.org/carte-des-initiatives-du-val-dyerres-senart-val-de-seine/ - http://www.territoiresenliens91.org,"Retrouvez et recensez ici les initiatives du territoire, en matière de solidarités, de défense de l’environnement, d’économie sociale et solidaire",misc,map list
Carte des alternatives - Transition Citoyenne,Metz,49.1048,6.1264,region,,https://www.google.com/maps/d/viewer?mid=zkGQKvO-3kSM.kNkOXQD2lHJk,Carte des alternatives à Metz et aux alentours (collectif pour une transition citoyenne),misc,map list
Casa Poblano,"15 rue Lavoisier, Montreuil",48.8539,2.4184,,,https://www.facebook.com/CASA.Poblano,(fermé) Bar restaurant associatif,misc,eat off201510
Le Merle Moqueur,"3 Rue Lamartine, 32000 Auch",43.647,0.5833,,05 62 05 03 18,,Bar / bilbliothèque / librairie,misc,words eat
Le Migou,"27 Rue Dessoles, 32000 Auch, France",43.6478,0.584,,05 62 05 47 07,https://www.facebook.com/Le-Migou-189722301049527/,Librairie,misc,words
La mémoire du monde,"36 Rue Carnot, 84000 Avignon",43.949,4.8079,,04 90 85 96 76,http://www.librairie-paca.com/Avignon/La-Memoire-du-monde,Librairie,misc,words
Le Remouleur,"rue Victor Hugo, Bagnolet",48.8581,2.4223,,,https://infokiosques.net/le_remouleur,Librairie autogérée de critique sociale,misc,words subsist
l’autodidacte,5 rue Marulaz 25000 Bensançon,47.2395,6.0157,,03 81 82 14 94,http://www.lautodidacte.lautre.net,Librairie associative,misc,words
la librairie du muguet,7 rue du Muguet à Bordeaux,44.8374,-0.5706,,librairiedumuguet@no-log.org - 09 54 27 20 59,http://www.atheneelibertaire.net/index.php/librairie-du-muguet,"La librairie du muguet ne propose que des ouvrages parus chez des éditeurs indépendants. Vous pouvez notamment y trouver les Editions Agone, Libertalia, L'esprit Frappeur,les Editions libertaires, les éditions de la CNT, Raisons d'Agir, Aden, L'insomniaque, les Editions du Monde Libertaire... La librairie du Muguet distribue également des journaux et des magazines comme Article 11, Barricata, No Pasaran, Offensive...",misc,words
Le Contrepied,"10 basse rue, 35250 SAINT-GERMAIN-SUR-ILLE",48.2461,-1.655,,,http://www.lecontrepied.org,"Le Contrepied, c’est une partie de l’équipe de la SCOP Le Pavé, créée en 2007 et dissoute fin 2014.",misc,education active15
Ferme de la Mhotte,"Ferme de la Mhotte, 03210 Saint Menoux",46.5742,3.1112,,http://www.fermedelamhotte.fr/,,"La Ferme de La Mhotte est un groupe d’habitants et d’actifs qui organisent ensemble leurs usages pour faire émerger un projet social évolutif à la croisée du culturel, de l’agricole et du pédagogique.",misc,object creation active15
La Fée Nadou,"La Cantine, 30530 L’Affenadou",44.2467,4.0494,city,,http://www.lafeenadou.com,"La Fée Nadou, association de la loi 1901, site et lieu de résidence artistique basée sur la commune de Portes dans le village de l’Affenadou, accueille compagnies et artistes de tous horizons pour un moment de création, d’échange et de rencontre.",misc,creation active15
