name,address,lat,lng,scale,contact,web,description,source,tags
Radio Saint Ferréol,,44.7285,5.0227,,,,"Radio associative engagée (Education populaire, culture pour tous)http://www.radiosaintfe.com/ (http://www.radiosaintfe.com/)",hetero,src-outils #icon-960-3F5BA9
Carnaval du Grand Roméo de la Verrerie,,43.6038,1.4617,,,,"En Mars, l'association Grand Roméo vous invite à son carnaval déjanté du quartier de la Verrerie à Toulouse. http://www.grandromeo.com/rubrique.php?rub=Contact&ssrub= (http://www.grandromeo.com/rubrique.php?rub=Contact&ssrub=)",hetero,src-outils #icon-960-3F5BA9
"Soirée ""La relâche""",,43.6138,1.4367,,,,"La Relâche est une expérience d’autogestion d’un soir par semaine (le lundi) par les utilisateurs de ce lieu.  On se détend et l’on s’interroge aussi sur le social et le politique, comme art de vivre ensemble. http://www.atelierideal.lautre.net/spip.php?rubrique2 (http://www.atelierideal.lautre.net/spip.php?rubrique2)",hetero,src-outils #icon-960-3F5BA9
Les soirée de l'APRES,,43.6094,1.408,,,,"L'occasion de s'engager auprès de cette association écologique et culturelle, pour une Relocalisation de l’Économie dans un monde Solidaire. http://l.apres.over-blog.com/ (http://l.apres.over-blog.com/)",hetero,src-outils #icon-960-3F5BA9
La Guinguette du printemps,,43.5822,2.2776,,,,"L' Association Mesclavie (http://www.mesclavie.com/) (mai)  souhaite encourager le public à découvrir les associations locales, les acteurs socio-culturels et les artistes d'horizons différents, œuvrant pour le lien social, chacun à son échelle et selon ses moyens.http://www.mesclavie.com/index.php/projets-associatifs/ginguette (http://www.mesclavie.com/index.php/projets-associatifs/ginguette)",hetero,src-outils #icon-960-3F5BA9
Débattons dans les rues,,43.5998,1.4406,,,,"Débattons dans les rues, c’est un festival expérimental  d’éducation populaire désobéissant et festif, et pis avec de l’humour  aussi! (mai / juin)http://www.debattonsdanslesrues-toulouse.org/ (http://www.debattonsdanslesrues-toulouse.org/)",hetero,src-outils #icon-960-3F5BA9
Marché ô initiatives,,43.1248,1.175,,,,"marché d'initiatives en présence de producteurs et associations avec des débats/forums, projections et animations autour d'une thématique. St Croix volvestre ( 09).",hetero,src-outils #icon-960-3F5BA9
Le sol violette,,43.6273,1.4221,,,,"Une monnaie éthique, locale et citoyenne, dans la région toulousaine. http://www.sol-violette.fr/ (http://www.sol-violette.fr/)",hetero,src-outils #icon-960-3F5BA9
La Sonnante,,43.0651,0.1491,,,,La Sonnante est une monnaie locale complémentaire des Baronnies- Lannemezan (Hautes-Pyrénées). http://monnaie-locale-complementaire.net/sonnante/ (http://monnaie-locale-complementaire.net/sonnante/),hetero,src-outils #icon-960-3F5BA9
SEL Cocagne,,42.5852,1.4137,,,,"Système d'échange local (SEL) pour Toulouse et ses environs. Il permet d'échanger des savoirs, des biens et des services, en fonction des besoins, des disponibilités et des savoirs-faire de chacun. Ce n'est pas un système de troc direct, mais un système d'échanges multilatéral. http://www.selcocagne.org (http://www.selcocagne.org/site/spip.php?article7)",hetero,src-outils #icon-960-3F5BA9
Grain de Sel,,43.6062,2.2413,,,,"Système d'échanges de biens et de services, le Grain de sel est développé par l'association Troc Sel Castres. Il a pour but de privilégier l'échange, le contact, l'entraide et la convivialité ! http://www.trocselcastres.fr/ (http://www.trocselcastres.fr/)",hetero,src-outils #icon-960-3F5BA9
L'âge de faire,,44.1505,5.9922,,,,"L'âge de faire est une association mais aussi un journal qui offre à ses lecteurs des outils pour leurs permettre de mettre en œuvre leurs idées. Il témoigne des expériences alternatives en matière de réappropriation de l'économie, de création de lien social, d'écologie, d'engagement citoyen. http://www.lagedefaire-lejournal.fr/ (http://www.lagedefaire-lejournal.fr/)",hetero,src-outils #icon-960-3F5BA9
Revue Silence,,45.7768,4.834,,,,"Revue écologique géré par une association indépendante de tout mouvement ou parti. Ses publications sont diverses dans les domaines de l'environnement (énergie, agriculture, etc.) et de la société (non violence, décroissance, féminisme, etc.). http://www.revuesilence.net/ (http://www.revuesilence.net/)",hetero,src-outils #icon-960-3F5BA9
Friture mag,,43.6016,1.4528,,,,"Média des ""Possibles dans le Grand Sud"", ce Magasine trimestriel propose des reportages, décryptages, entretiens, portfolios sur tout ce qui fait l'actualité des crises et des espoirs. Vous pouvez vous abonner à ce journal indépendant et créatif.",hetero,src-outils #icon-960-3F5BA9
Transrural initiatives,,48.8806,2.3318,,,,"Revue associative des territoires ruraux, elle est portée par le mouvement d'éducation populaire. Elle offre ainsi un point de vue original sur l'actualité qui s'attache en particulier à valoriser les initiatives locales. http://www.transrural-initiatives.org/ (http://www.transrural-initiatives.org/)",hetero,src-outils #icon-960-3F5BA9
Festival de la Bohème,,43.4616,1.3307,,,,"Musiques actuelles et du monde, animations variées sur les thèmes de l'Altérité, de la norme, du voyage - http://www.festivaldelaboheme.com/",hetero,src-outils #icon-960-3F5BA9
Les Zartsendouc,,43.0263,1.7996,,,,Festival en Vallée du Douctouyre - http://zartsendouc.fr/,hetero,src-outils #icon-960-3F5BA9
Festival Résistances,,42.9641,1.6052,,,,"Diffusion d'oeuvres cinématographiques engagées et peu diffusées, animations socio-culturelles variées (apéro-concerts, débats, projections plein-air, etc.)sur le thème des Résistances - http://festival-resistances.fr/#&panel1-1",hetero,src-outils #icon-960-3F5BA9
La Louve,,48.885,2.3503,,,,Groupement d'achat de produits de qualité - http://dons.cooplalouve.fr/,hetero,src-outils #icon-960-3F5BA9
La petite Salamandre,,46.9996,6.9344,,,,La revue des enfants curieux de nature - http://www.salamandre.net/,hetero,src-outils #icon-960-3F5BA9
La hulotte,,49.4312,4.8427,,,,revue naturaliste et écolo pour petits et grands - http://lahulotte.fr/,hetero,src-outils #icon-960-3F5BA9
Gelcek Daha,,38.9637,35.2433,,,,¨Plateforme internet destinée à limiter le chômage des jeunes et à promouvoir l'entrepreneuriat social en Turquie - http://www.gelecekdaha.net/,hetero,src-outils #icon-960-3F5BA9
