name,address,lat,lng,scale,contact,description,source,tags
ALTER HABITAT LISLOIS,@?,,,,http://alter-habitat-lislois.blogspot.fr/,-,caravane,clapas_GERS
LA RESSOURCERIE D'ASPET,à coté de ST GAUDENS,43.105386,0.7242609999999999,,-,"Ouverture le mercrdi matin 10-12 h et le samedi matin 10-12h,c'est un espace non-marchand, où les bénévoles (pas de salariés) trient souvent pendant la permanence, on peut donc trouver des vêtements, des bouquins, de la vaisselle, c'est gratuit. le lieu: au préau de l'ancien collège, cette initiative émane de l'association la sève 31160 Arbas",caravane,clapas_HAUTEGARONNE
ASSOCIATION CARLINE,ST GAUDENS,43.106895,0.7237629999999999,,-,échange de graines et plants devant la biocoop de ST GAUDENS,caravane,clapas_HAUTEGARONNE
ECOLIEU SEGUEILLA,"17 route de Goyrans, LACROIX-FALGARDE",43.4972725,1.4147613,,05 61 76 90 85 - contact@artideo.net,"Notre association sensibilise à l’environnement par l’art, l’alimentation, l'éco- construction. Située sur un écolieu en évolution, près de la rivière Ariège, à une dizaine de kilomètres au sud de Toulouse, l'asso mène des actions très diverses pour tous publics qui ont pour axe la nature : ateliers artistiques, chantiers d’éco-construction, éco gestes, botanique et cuisine aux plantes sauvages, et ponctuellement concerts et spectacles… Vous rencontrerez des personnes, découvrirez une nature sereine libre s'étendant sur un hectare : sculptures végétales et récup’, éco construction, chat, moutons, des poules, les oiseaux, les insectes, la biodiversité…. Vous pourrez participer aux aménagements de l'écolieu : terrassement, escalier, éco construction, jardinage en permaculture … Mode de vie naturel : gestes écocitoyens, toilettes sèches, récupération d'eau de pluie, matériaux naturels, équipements écologiques et récup’… Français parlé, notions d'anglais.",caravane,clapas_HAUTEGARONNE
LA FERME DE COULEDOUX,COULEDOUX,43.558086,5.251238,,05 61 95 67 80,"La ferme est située en pleine montagne (900 m d'altitude), au cœur des Pyrénées proche de la frontière espagnole et de la station de ski. Nous élevons des vaches laitières (15 tarentaise) pour fabriquer de la tome et engraisser les v. Nous avons également des cochons élevés en plein air (transformés en charcuterie) et des chèvres. Nos produits sont vendus sur les marchés et à la ferme. Il y a un gîte et une plantation de myrtilles. Nous aimerions vous faire partager notre vie et notre savoir-faire, vous pourrez participer à toutes ces activités. Français parlé.",caravane,clapas_HAUTEGARONNE
LA MOURERE ROUGER,Milhas 31160,42.988211,0.806758,,05 61 89 63 60,"Nous sommes paysans traditionnels dans les Pyrénées. Nous élevons vaches et brebis pour le fromage mixte (tome des Pyrénées) Notre propriété de montagne fait 20 Ha de prairies. nous avons une petite plantation de petits fruits pour les confitures et un champ potager. Nous ne sommes pas en bio mais nous vivons en traditionnel extensif. La cinquantaine bien tassée, nous aimons faire profiter de notre savoir faire et partager notre vie agréable en échange de bonne volonté pour soulager notre usure. Merci d'avance.",caravane,clapas_HAUTEGARONNE
LE COMPAGNON VEGETAL,"Larbaut, 31220 MONTBERAUD",43.170339,1.156116,,05 61 90 16 17,"Ferme biologique aux productions diversifiées : miel, pain, Accueil dans une ferme en agriculture biologique, vie familiale, un couple et trois enfants étudiants, semis et plantations au printemps, travail sur les semences, puis cueillettes et transformation, jus de pomme en automne, pain cuit au four à bois une fois par semaine, élevage de chevaux Castillonnais, aménagement et agrandissement des bâtiments pour des WWOOFers (de préférence non fumeurs). Français et anglais parlés.",caravane,clapas_HAUTEGARONNE
AMAP DU MATET,31220 MARTRES-TOLOSANE,43.198326,1.010912,,05 61 98 67 35 - 06 77 15 78 99,"Distribution le mardi de 18h à 20h à la ferme chez Pierre Baudéan - Route d'Alan. Produits : légumes, fruits, porc noir gascon. Je suis agriculteur sur environ 20 Ha ; l'exploitation est située à 60 Km de TOULOUSE en direction des PYRÉNÉES que nous avons le plaisir d'admirer depuis la terrasse de la maison qui est implantée en plein milieu du jardin. Je suis en effet maraîcher depuis 1981. La surface réservée aux légumes est de 2,5 Ha dont 0,16 Ha de serres. J'élève des porcs noirs gascons en plein air et j'ai aussi des grandes cultures. La région est très belle à visiter et les activités culturelles sont nombreuses et variées. Il est possible de profiter du piano et des bicyclettes. Français, anglais et (un tout petit peu) d'allemand parlés.",caravane,clapas_HAUTEGARONNE
LA PLANERO,31310 MONTBRUN-BOCAGE,43.127905,1.2679069,,06 15 88 29 15,"Bonjour, je m'appelle Thibault et je vis en yourte avec mes 2 filles (7 et 5 ans). Installé en pleine forêt, je vous invite à participer à mes activités... En hiver, je coupe du bois et je débarde avec mes ânes. Puis vient l'époque du jardin et des arbres fruitiers (plantation, semis, entretien, greffage...). En parallèle, j'aménage un espace d'accueil et de rencontres pour recevoir des événements (spectacles, concerts, soirées à thèmes, stages, résidences). C'est donc à la fois un espace de camping et aussi en projet : une piste de danse, une guinguette, une salle d'accueil en terre paille, un four à pain en terre paille lui aussi. Aussi, je vous propose de transmettre mes connaissances dans la construction (je suis charpentier) mais surtout de partager un petit moment et d'échanger des expériences. Soyez bienvenus ! Français, anglais et espagnol parlés.",caravane,clapas_HAUTEGARONNE
JUAN REDON,31310 MONTESQUIEU-VOLVESTRE,43.206912,1.228763,,05 61 87 92 53 - ronny@avenir-a-lancienne.com - http://www.avenir-a-lancienne.com,"Prairie temporaire Légumes plein champ Petits fruits rouges Champignons Vente directe : A la ferme, Livraison de paniers, Nous sommes Karen et Ronny (belges) à la tête d'une petite ferme de 7 ha, située dans les coteaux du Volvestre à 70 Km au sud de Toulouse et à une heure des Pyrénées. Nous sommes en conversion mais cela n'est que purement administratif car en réalité nous œuvrons depuis notre arrivée ici (il y a 8 ans) sans produits chimiques. Nos activités sont variées et orientées vers la biodiversité et l'autonomie : maraîchage sur 3000 m2, petits fruits, soins aux chevaux, poules et moutons, plantation d'arbres, taille, greffage, petites activités d'entretien, transformation familiale des fruits et légumes, pain... Nous partageons une cuisine variée, bio et locale mais nous ne sommes pas végétariens. Français, anglais, néerlandais et allemand parlés.",caravane,clapas_HAUTEGARONNE
BEAUREGARD,31310 MONTBRUN BOCAGE,43.127905,1.2679069,,05 61 98 11 91,"Famille avec deux enfants 13-14 ans ; Elle est institutrice, lui paysan menuisier. Production Bio de légumes, fruits rouges, volailles, Agneaux, ânes, miel, jus de pomme, cidre et pain au four à bois. Dans notre lieu sympa fermette de 7 hectares face au Pyrénées en venant chez nous vous participerez aux activités d’élevage, de maraîchage, d’apiculture, De transformation (conserves, confitures, etc.) et à l’auto construction. Contactez par mail. Nous réjouissons de votre arrivé, à bientôt. Français, anglais et italien parlés.",caravane,clapas_HAUTEGARONNE
LA FERME DU PAYSAN,31350 PEGUILHAN,43.314211,0.708653,,05 61 89 79 88,"Après 30 années d’agriculture biologique, Jean-François a pris sa retraite. Aurélien & Magalie lui ont succédé. Ils sont jeunes agriculteurs installés depuis 5 ans. Nous commercialisons leurs produits (vaches, veau, porc gascon) en vente direct et sur le marché biologique du Capitole à Toulouse. Nous avons un grand jardin avec des arbres fruitiers, des abeilles et beaucoup d’idées. Nous faisons un peu d’accueil et des visites de ferme. Nous aimons la musique classique. Français et un peu d’anglais parlés.",caravane,clapas_HAUTEGARONNE
LES CONVERTIGUES,31380 MONTJOIRE,43.771016,1.533937,,-,"Nous habitons une petite ferme de 11 Ha, certifiée biologique depuis 2008. Vous êtes les bienvenues à participer à nos activités principalement orientées sur la production de champignons et d’agneaux. Nous produisons également quelques fruits et légumes et avons en parallèle une activité de gîte rural et de chambres d’hôtes. Venez nous découvrir en région Toulousaine ! Français, anglais, espagnol, vietnamien et tagalog parlés",caravane,clapas_HAUTEGARONNE
LA SERRE DU BOIS,31420 CASSAGNABERE,43.22938,0.8865833999999999,,05 61 90 17 72,"Bonjour. Si vous voulez perfectionner votre français tout en participant à nos activités, soyez les bienvenus ; Attention nous parlons très peu l'anglais. Nous avons des poulets, canards, lapins, brebis, cochons, chats et une chienne. Nous faisons de la cuisine bien française et sommes gourmands. La ferme se trouve prêt de la forêt et à quelque km de lacs. Cette région est très sympathique et accueillante. Pour finir, nous aimons notre travail et le partageons dans la joie. Peut être à bientôt ! Français parlé.",caravane,clapas_HAUTEGARONNE
BERNES,31430 LE FOUSSERET,43.282124,1.06674,,05 61 90 99 14,"Je vis dans une ferme à 50 km de Toulouse où je cultive des légumes bio, entourée de mes animaux; brebis, ânes,chiens et chats. J'aimerais faire partager ma passion et accueillir des personnes sur mon domaine",caravane,clapas_HAUTEGARONNE
LA FERME DU VIGNEAU,"Boulevard de la Gare, 47230 FEUGAROLLES",44.1987399,0.32195,,06 82 64 50 23 - http://lafermedevignaut.e-monsite.com/,"Horaires d'ouverture : mardi 08:30 – 19:30 Bonjour, nous sommes installés en bio depuis 1992 aux pieds des Pyrénées, dans un petit hameau à 650 m d'altitude. Dans la famille il y a Bruno qui travaille aussi dans un magasin bio, Isabelle qui reste sur la ferme et nos trois grandes filles qui vivent parfois ici. Nos productions varient en fonctions des saisons : élevage de volaille et maraichage principalement. Nous avons aussi des brebis, un verger, 5 petits jardins ouverts à la visite, un camping à la ferme et un début d'elevage de chèvres angora. Nous passons aussi beaucoup de temps à rénover la maison, faire des clôtures pour les animaux, et du bricolage en tout genre, etc... Nous vous proposons de partager nos multiples activités et d'échanger nos savoir faire avec simplicité. Français et anglais (un peu) parlés.",caravane,clapas_HAUTEGARONNE
GAEC DES MILANS,"1200 Chemin des Cassagnous de Maurens, 31870 LAGARDELLE-SUR-LEZE",43.4145978,1.4134413,,05 61 08 46 69,"Nous sommes un couple franco anglais, (Nigel 60 et Renée 61). Notre ferme maraichère se situe à 23 Km au sud de Toulouse (20 min en train ou en voiture). Nigel cultive enbio des légumes qui sont vendus en AMAP de juin à décembre. Il fait aussi du plant de légumes qu'il vend sur les marchés au mois de mai. Renée se prend un break après avoir tenu pendant 15 ans un restaurant et elle aide ponctuellement Nigel dans le jardin. Nous sommes actuellement en train de finir la construction d'une maison en bottes de paille avec enduits terre. En attente aussi une piscine naturelle et pas mal de massifs de fleurs (Nigel est un amoureux des fleurs). Nous utilisons des toilettes sèches par conviction et essayons d'avoir le moindre impact écologique dans la construction de notre maison. Nous avons une vie sociale assez riche, de par nos activités annexes (musique, cuisine, les réseaux d'éco construction et nos enfants). Si vous êtes intéressé par le jardinage, ou le bricolage nous sommes prêts à vous accueillir pour partager un moment de la vie Toulousaine à la campagne. Français et anglais parlés. L'aide consiste essentiellement à désherber, faire la récolte, planter et entretenir le jardin. Renée expérimente des recettes du monde entier et cuisine des plantes sauvages.",caravane,clapas_HAUTEGARONNE
ARBRES ET PAYSAGES D'ANTAN,-,,,,05 34 66 42 13 - http://www.arbresetpaysagesdautan.fr,"propose des formations aux agriculteurs, travaille avec les collectivités dans le domaine de l'arbre hors foret, et propose des supports pédagogiques et des brochures grand public.",caravane,clapas_HAUTEGARONNE
ECOLECTIF,"le paoulé bernadaou, 31350 GENSAC DE BOULOGNE",43.252453,0.5860219999999999,,05 61 94 28 10 - http://www.ecolectif.fr,ecohameau naissant avec 20 habitants! cherche: familles,caravane,clapas_HAUTEGARONNE
ASSOCIATION L'ILE,Bordeneuve 31290 VIELLEVIGNE,43.43483699999999,1.682469,,06 69 70 64 06 - lile@free.fr - http://lile.asso.fr/,expérimentation durable et socioculturelle,caravane,clapas_HAUTEGARONNE
ECOLE FAURIO les pétrigals,"rue gaston phoebus, 31330 LAUNAC",43.7435286,1.179483,,http://www.systemedys.com/,"École alternative pour les enfants présentant des troubles DYS (dyslexie, dysorthographie, dyscalculie…)",caravane,clapas_HAUTEGARONNE
LES JARDINS DE SORTILEGE D'ANNIE JEANNE,"Le village, 31160 MILHAS",42.9971945,0.810357,,06 37 92 44 39 - jardinsdanniejeanne@gmail.com - http://jardinsdesortilege.fr/,"Jardins maraichers et de plantes médicinales, stages (alimentation et herboristerie, jardins vivants)",caravane,clapas_HAUTEGARONNE
FERME ECO CITOYENNE DE LA BOUZIGUE,"chemin de bel air, 31530 MONTAIGUT SUR SAVE",43.6782051,1.2330412,,05 61 85 58 70 - http://www.fermebouzigue.com/,"L’objectif de l’association est de développer le concept d’écocitoyenneté, d’acquérir des connaissances sur les interactions homme-nature, par la rencontre, l’observation, l’action, la responsabilisation.",caravane,clapas_HAUTEGARONNE
ART'IDEO,"17 route de Goyrans, 31120 LACROIX FALGARDE",43.4972725,1.4147613,,05 61 76 90 85 - http://www.artideo.net/,"Chantiers participatifs, écoconstruction, animations écolieu",caravane,clapas_HAUTEGARONNE
UN LIEU POUR L'UTOPIE,"Biès, 31540 MOURVILLES HAUTES",43.426192,1.81723,,05 62 71 12 12 - http://utopie.bies.fr/,Camping solidaire,caravane,clapas_HAUTEGARONNE
CREA,TOULOUSE,43.604652,1.444209,,http://crea-csa.over.blog.com,"squat autogéré, centre social autogéré, hébergement individus, et famille, activités, luttes, soutien ",caravane,clapas_TOULOUSE
L’ATELIER IDÉAL ,"à La Chapelle, 36 rue Danielle Casanova, 31000 Toulouse",43.6137389,1.4368444,,05 61 12 37 55 - http://www.atelierideal.lautre.net/,"Lieu d’expérimentation sociale, politique et culturelle",caravane,clapas_TOULOUSE
MIX'ART MYRIS,"12 rue Ferdinand Lassalle, 31200 TOULOUSE",43.6181508,1.4201206,,05 62 72 17 08 - contact@mixart-myrys.org,http://mixart-myrys.org/contacts1/,caravane,clapas_TOULOUSE
LA PRAIRIE,"1 rue des Néfliers, 31400 TOULOUSE",43.5726721,1.458539,,adm.laprairie@wanadoo.fr - http://www.ecole-laprairie.fr/,école alternative,caravane,clapas_TOULOUSE
ÉCOLE LES TOURNESOLS,"19 rue Jean Crampagne, 31300 TOULOUSE",43.5849487,1.4228581,,05 61 31 80 59 - http://www.steiner-waldorf.org/ecoles_steiner/toulouse.html,École Steiner,caravane,clapas_TOULOUSE
MOBILITÉ-E-S,"28 allées de Bellefontaine, 31100 Toulouse",43.563633,1.404786,,05 61 44 57 02 - garage@mobilite-e-s.com - http://www.mobilite-e-s.com/#&panel1-1,Garage solidaire,caravane,clapas_TOULOUSE
LIBRAIRIE FLOURY,"36 rue de la colombette, 31000 TOULOUSE",43.6046436,1.4527724,,-,distrib de paniers,caravane,clapas_TOULOUSE
LA GRAINERIE,"131 rue st jean,31000 TOULOUSE",43.59709120000001,1.4431441,,-,distrib de paniers,caravane,clapas_TOULOUSE
LE VÉLO SENTIMENTAL,"12 boulevard bonrepos, 31000 TOULOUSE",43.6107552,1.4522926,,-,distrib de paniers,caravane,clapas_TOULOUSE
RESTAURANT RUE DES ROSES,"63 allées charles de fitte, 31000 TOULOUSE",43.5970586,1.4307781,,-,distrib de paniers,caravane,clapas_TOULOUSE
LE LABO VELORUTIONNAIRE,"6 rue bénezet, 31000 TOULOUSE",43.5888158,1.4305259,,http://velorutiontoulouse.free.fr/doku.php?id=ateliers:horaires_labo,Atelier vélo,caravane,clapas_TOULOUSE
LES FORCES DU MALT,TOULOUSE,43.604652,1.444209,,http://lesforcesdumalt.forumactif.org/,"brasserie amateur, atelier-conseil-debat-forum  ",caravane,clapas_TOULOUSE
PAVILLON SAUVAGE,"quartier des Minimes, 35 rue Jean Dagnaux, 31000 TOULOUSE",43.6169117,1.4306267,,-,"amap, suqat, garderie, etc",caravane,clapas_TOULOUSE
LE JARDIN DES CASTORS,TOULOUSE,43.604652,1.444209,ville,http://lejardindelhers.over-blog.com/ - jardindescastors@laposte.net,jardin partagé ,caravane,clapas_TOULOUSE
LA GLANERIE,"37 Impasse de la Glacière, 31200 TOULOUSE",43.6468713,1.4222484,,05 61 26 83 40 - http://www.la-glanerie.org,ressourcerie,caravane,clapas_TOULOUSE
LES ENFANTS SAUVAGES,"45 rue de Chaussas, 31200 TOULOUSE",43.6170099,1.4304966,,collectifchaussas@gmail.com,-,caravane,clapas_TOULOUSE
LA COOPERATIVE INTEGRALE TOULOUSAINE,TOULOUSE,43.604652,1.444209,ville,http://cooperative-integrale-toulouse.org/?q-qu'est-ce-que-c-est,-,caravane,clapas_TOULOUSE
INFORM'ACTION,TOULOUSE,43.604652,1.444209,ville,http://informaction.info/,-,caravane,clapas_TOULOUSE
FRITURE MAG,TOULOUSE,43.604652,1.444209,ville,http:frituremag.info/,-,caravane,clapas_TOULOUSE
LES ENCRES NOIRES,TOULOUSE,43.604652,1.444209,ville,bibliothèque,-,caravane,clapas_TOULOUSE
BEUGLE,TOULOUSE,43.604652,1.444209,ville,http://beugle.fr,fanzine militant,caravane,clapas_TOULOUSE
RADIO MON PAIS,TOULOUSE,43.604652,1.444209,ville,http://www.radiomonpais.fr/,-,caravane,clapas_TOULOUSE
RADIOS LIBRES EN LUTTE,TOULOUSE,43.604652,1.444209,ville,http://radiosenlutte.free.fr/,-,caravane,clapas_TOULOUSE
RESEAU NO PASARAN,TOULOUSE,43.604652,1.444209,ville,http://nopasaran.samizdat.net/,-,caravane,clapas_TOULOUSE
LA HORDE,TOULOUSE,43.604652,1.444209,ville,http://lahorde.samizdat.net/,PORTAIL ANITFASCISTE,caravane,clapas_TOULOUSE
PIRATE PUNK,TOULOUSE,43.604652,1.444209,ville,http://www.pirate-punk.net/,-,caravane,clapas_TOULOUSE
GENERATION X (Gard),TOULOUSE,43.604652,1.444209,ville,http://assogenerationx.e-monsite.com/,-,caravane,clapas_TOULOUSE
BARRICATA,TOULOUSE,43.604652,1.444209,ville,http://contre.propagande.org/pravda/index.php,-,caravane,clapas_TOULOUSE
CARTE DES INITIATIVES LOCALES DE TRANSITION,TOULOUSE,43.604652,1.444209,ville,http://transitionaupays.eu/carte-des-initiatives/,-,caravane,clapas_TOULOUSE
ACTIVITE ETYMON,TOULOUSE,43.604652,1.444209,ville,http://www.etymon.fr/Accompagnement-des-porteur-se-s-de/Activites-14/,accompagne la création et le développement de vos projets d’utilité sociale ou environnementale à travers des dispositifs innovants adaptés à vos besoins,caravane,clapas_TOULOUSE
TOULOUSE SOCIAL CLU,TOULOUSE,43.604652,1.444209,ville,-,"rdv tous les dimanche au marché de st aubin pour tables d'infos, repas partagé, prise de parole libre et assemblée populaire",caravane,clapas_TOULOUSE
TOULOUSE EN TRANSITION,TOULOUSE,43.604652,1.444209,ville,http://wwww.toulouse.transitionfrance.fr,-,caravane,clapas_TOULOUSE
KARTIER LIBRE,"30 BIS Chemin SANSOU, 31500, TOULOUSE",43.60313559999999,1.474989,,http://kartierlibre.org/ - kartierlibreasso@hotmail.fr - Programmation/Coordination/Label: Adrien 06 79 92 77 39 - Programmation/Technique/Sonorisation/Label: Laurent 06 73 02 47 53 - Programmation/Distro/Label: Emilie 06 16 49 83 26 - Programmation/Bénévoles/Trésorerie : Marianne 06 67 01 27 26,Association KARTIER LIBRE,caravane,clapas_TOULOUSE
HOPITAL SOURIRE,TOULOUSE,43.604652,1.444209,ville,http://www.hopitalsourire.com/,-,caravane,clapas_TOULOUSE
UNION ANTIFASCISTE TOULOUSAINE,TOULOUSE,43.604652,1.444209,ville,http://unionantifascistetoulousaine.wordpress.com/,-,caravane,clapas_TOULOUSE
CNT Toulouse),TOULOUSE,43.604652,1.444209,ville,http://www.cnt-f.org/cnt31/,-,caravane,clapas_TOULOUSE
COUP POUR COUP,TOULOUSE,43.604652,1.444209,ville,http://couppourcoup31.over-blog.com/,-,caravane,clapas_TOULOUSE
LIBERTAT,TOULOUSE,43.604652,1.444209,ville,http://libertatlengadoc.wordpress.com/,-,caravane,clapas_TOULOUSE
LE KIOSK,TOULOUSE,43.604652,1.444209,ville,http://infokiosques.net/kioskarnaudben,-,caravane,clapas_TOULOUSE
COLLECTIF SCA,TOULOUSE,43.604652,1.444209,ville,https://www.facebook.com/collectif.sca,-,caravane,clapas_TOULOUSE
LA MEUTE BAM,TOULOUSE,43.604652,1.444209,ville,https://www.facebook.com/lameutebam,-,caravane,clapas_TOULOUSE
INTER-COLLECTIFS,TOULOUSE,43.604652,1.444209,ville,https://www.facebook.com/IntercollectifS,-,caravane,clapas_TOULOUSE
COLLECTIF KICYCOL,TOULOUSE,43.604652,1.444209,ville,http://collectifkicycol.free.fr/,-,caravane,clapas_TOULOUSE
TERRE BLANQUE,TOULOUSE,43.604652,1.444209,ville,http://www.terreblanque.org/,-,caravane,clapas_TOULOUSE
BOIS ET COMPAGNIE,64 rue Daydé 31200 TOULOUSE,43.6151442,1.4230099,,contact@bois-et-cie.asso.fr - 05 61 13 72 21 - http://bois-et-cie.asso.fr,"asso atelier bois, collectif",caravane,clapas_TOULOUSE
FERME DES CASCADES,65120 SAZOS,42.884094,-0.0248409,,06 18 90 29 59 - ferme.des.cascades@wanadoo.fr - http://www.fermedescascades.fr,"Pour ce printemps qui arrive, nous vous proposons de participer à nos activités extérieures qui sont : transformation d'arbres abattus sur place en bois d'oeuvre ; chantier de rénovation d'une ruine ; pose de clôtures et pacage des troupeaux et maraîchage (semis, plants) et récolte de plantes sauvages comestibles. Outre ces activités printanières, toute l'année nos activités permanentes sont : traite et soins aux animaux (12 vaches, 50 chèvres et 60 brebis traites à la main) ; fabrication du fromage ; gardiennage des troupeaux en montagne ; vente de nos produits sur les marchés et à la ferme ; accueil des visiteurs à la ferme et à l'estive en été ; travail des peaux de nos bêtes ; restauration paysagère (murets, terrasses, rigoles, bois de chauffage) et compost. Si vous aimez les activités physiques, la montagne et la vie en accord avec la nature, rejoignez-nous ! Votre instrument de musique est aussi le bienvenu ! Par ailleurs, je recherche de nouveaux associés si affinités et compétences pour constituer une équipe de 6 personnes avec d'autres projets (élevage porcs en sous-bois, agro-tourisme ....). Français, anglais et espagnol parlés.",caravane,clapas_HAUTEPYRENNEES
LA FERME DE LA COUME,65200 BANJOS,35.6645565,-82.5863146,,05 62 91 03 47,"Nous sommes situés à 10 Km de Bagnères de Bigorre, au pied des Pyrénées. Nous sommes une ferme en biodynamie en élevage laitier de vaches et brebis. Nous transformons tout notre lait, nous avons du maraîchage avec des légumes de saison et des fleurs à couper. Tout ça est vendu directement à la ferme et sur le marché de Bagnères de Bigorre. Nous soignons aussi le paysage autour de nous, nous entretenons des vielles châtaigneraies et avons aussi quelques ruches. Nous sommes à plusieurs à travailler ensemble et souhaitons de vibre de notre travail agricole. Français, anglais et allemand parlés.",caravane,clapas_HAUTEPYRENNEES
FERME ARRAY,65200 BANIOS,43.045729,0.233503,,05 62 95 06 29,"Nous élevons des chèvres dans une petite ferme en biodynamie, située au pied des Pyrénées. Les activités principales sont la traite manuelle, la fabrication des fromages que nous vendons une fois par semaine sur un marché local, l'entretien des prés et des clôtures, la fenaison de juin à septembre. Il y a aussi un grand jardin potager dont nous transformons en partie les produits. Nous aimons partager notre vie selon les centres d'intérêts de nos hôtes (1 ou 2 personnes à la fois). Nous somme une famille avec un petit garçon. Nous préférons être contactés par lettre ou par téléphone. Français, anglais et allemand parlés. LOCATION : TARBES: 30 KM Biodynamic Farm in the Pyrenees, goats, cheese and construction project inwood and hemp fibres. Petite ferme en Biodynamie, en moyenne montagne dans les Pyrénées, située près d'un village de 50 habitants. 40 chèvres traites à la main et fabrication de fromages; vente une fois par semaine au marché local, petit jardin, fenaison en Juin - Sept, construction projet en bois et chanvre.",caravane,clapas_HAUTEPYRENNEES
FERME DE COULEROUSE,LABASSIERE,48.616079,-2.254708,,05 62 95 27 02,"Nous nous sommes installés en 1999 sur une ferme qui était abandonnée depuis les années 1960, inhabitable et en friche. Elle est située à 700 m d'altitude dans le piémont pyrénéen au dessus de Bagnères-de-Bigorre. L'avantage est que le lieu était préservé dans un paysage à la fois naturel et vivant, au dessus de la jolie vallée de l'Oussouet, véritable trésor caché. La vie y est pur bonheur mais peut aussi y être rude et montagnarde : ici, aucun endroit n'est plat ! Aujourd'hui, la ferme comprend 60 chèvres, 6 cochons noirs, une jument, une ânesse, 3 chiennes, des volailles, des lapins et... 3 humains : Florence, 43 ans, qui s'occupe des chèvres, de la traite matin et soir et de la fabrication du fromage ; Yves, 56ans, qui vend sur les marchés et s'occupe des champs, des travaux, du potager, et des autres animaux; et Antoine, 12 ans, le fils de la maison, très impliqué dans la vie de la ferme à tous les postes. La saison se déroule de février (naissances) jusqu'à novembre pour le fromage. Nous faisons nos foins. Nous sommes en BIO par conviction. Nous visons aussi l'autonomie, notamment énergétique, d'ici quelques années. Nous allons entamer la rénovation de la dernière partie de la maison, très ancienne, qui va s'étaler aussi sur quelques années. Nous aimons recevoir stagiaires et WWOOFers car c'est pour nous une fenêtre ouverte sur l'extérieur, nous qui avons vécu dans de nombreuses contrées avant de poser nos valises dans ce coin de Pyrénées. Français parlé uniquement.",caravane,clapas_HAUTEPYRENNEES
DIABLE DE MONT,65240 MONT,42.81603399999999,0.42881,,06 31 97 62 16 - 05 62 99 63 01,"Ferme de haute montagne Pyrénéenne (1300 m d'altitude) élevage de brebis Lacaune (130) et vaches Jersiaise (6), 30 Ha de prairie naturelle (fumure fumier uniquement), transformation de tout le lait produit en tomme des Pyrénées au lait cru de brebis, vache, mixte, fromage à pâte mole, fromage frais, faisselle, caillé de brebis... Vente directe à la ferme et deux petits marchés de producteurs au sein de notre vallée du Louron. Nous pratiquons une agriculture raisonnée en essayant d'être le plus naturel possible ! ! ! Nous souhaitons recevoir des personnes très motivées pour leurs transmettre notre façon de travailler et faire partager notre mode de vie ! Français parlé.",caravane,clapas_HAUTEPYRENNEES
LA FERME DU MOULIN,65330 GALAN,43.222203,0.407218,,06 88 63 92 86,"La Ferme du Moulin, exploitation certifiée AB en juin 2011, vous accueille sur 12 ha dans un cadre exceptionnel. Tout au long de l'année, nos activités permanentes sont : soins aux animaux (volailles, lapins sur prairie, chèvres etc) vente de nos produits sur les marchés, restauration paysagère (murets, bassin, bois de chauffage, compost). Les activités proposées participent à la diversification des projets à mettre en place, avicole, piscicole, mycologique. Les repas seront pris en famille, dans une ambiance chaleureuse et l'accueil se fera avec une certaine autonomie afin de profiter au mieux de ce lieu multi-activités. Français et espagnol parlés",caravane,clapas_HAUTEPYRENNEES
EARL MARIEGE. DU PAIN AU GRAIN,"9 route des Pyrénées, 65700 LABATUT-RIVIERE",43.5252244,0.0350763,,ferme@mariege.fr - 06 84 14 58 30,"Paysan Boulanger et éleveur, nous vous proposons de participer à diverses activités de notre ferme. Nous élevons une quarantaine de vaches Charolaises et Salers pour la viande, ainsi que quelques cochons et quelques poules. Nous cultivons la terre pour produire de l'herbe pour nos vaches, des blés, du seigle, de l'épeautre, du maïs, du sarrasin pour faire de la farine que nous transformons en pain, un peu de tournesol pour l'amélioration d'une vielle variété, du triticale pour les bêtes... Nous cultivons notre potager. Nous menons aussi divers chantiers de construction. Nous vous accueillerons pour participer à nos activités lors d'un séjour que, vu d'ici, nous inscrivons plutôt dans une durée de quelques semaines. Français, anglais (un peu) et allemand (un peu) parlés.",caravane,clapas_HAUTEPYRENNEES
VIE D'ESTIVE,"Quartier Côte d'Esquiou, 65200 BAGNERES-DE-BIGORRE",43.065093,0.1491049,,06 42 99 85 44 - info@viedestive.com - http://www.viedestive.com/,"Nous accueillons des WWOOFers toute l’année. Il s’agit d’une petite exploitation de haute-Montagne (1 000 m) située dans les Pyrénées Centrale. Nous possédons un troupeau de 200 brebis et quelques chèvres pour la production de viande. Le troupeau transhume librement en montagne à part en hiver où il est regroupé dans différentes bergeries traditionnelles. Nous accueillons (activité agritouristique) des visiteurs toute l’année. Les WWOOFers participeront suivant les saisons, aux soins des animaux, aux foins, à l’entretien de l’exploitation des bâtiments, aux projets pédagogiques (voir notre site). Français et espagnol parlés.",caravane,clapas_HAUTEPYRENNEES
